,Professional,Country,DeveloperType,HaveWorkedLanguage,WantWorkLanguage
45572,Student,Belgium,General,C++; Java,C++; C#; JavaScript; PHP; SQL
45577,Student,Argentina,General,C++; C#; JavaScript; Python; Ruby,Swift
45590,Student,United States,General,Assembly; C,Python
45622,Student,Poland,General,JavaScript; SQL; TypeScript,JavaScript; TypeScript
45624,Student,India,General,C; JavaScript,C; JavaScript; PHP; Python
45630,Student,United States,General,Java,C; C++; C#; PHP
45632,Student,Netherlands,General,Assembly; C++; Java; JavaScript; PHP; SQL,C; C++; Java
45633,Student,Russian Federation,General,PHP,JavaScript; PHP
45634,Student,Australia,General,C++; C#; Java,C; C++; C#; Python
45642,Student,United States,General,JavaScript; Python; Ruby; SQL; TypeScript,C#; Go; Java; JavaScript; Python; Ruby; Rust; TypeScript
45667,Student,Israel,General,C; C++; Java,C++; C#; Java; JavaScript; SQL
45686,Student,Spain,General,C; C#; Java; SQL,JavaScript; PHP; Python
45688,Student,Israel,General,C#; SQL,C#; Java; Lua
45700,Student,Italy,General,C; Java; JavaScript; PHP,Elixir; Rust; Scala
45710,Student,Japan,General,Assembly; C; C++; Go; Haskell; JavaScript; Perl; Python; SQL,Assembly; C; C++; Go; JavaScript; Objective-C; Perl; Scala; SQL
45731,Student,India,General,C; C++; Java; JavaScript; PHP; Python; SQL; Visual Basic 6,C; C++; Java; JavaScript; PHP; Python; SQL
45734,Student,Turkey,General,JavaScript,C++; JavaScript
45740,Student,India,General,C; C++; Java; JavaScript; PHP; Python; R; SQL; Swift,Go; Scala
45778,Student,Bulgaria,General,C; Java; PHP,C; Java; JavaScript; PHP
45779,Student,France,General,C; C++; Elixir; Java; Rust,Go; Scala
45783,Student,India,General,C; C++; C#; Java; PHP; Python,C#; Java
45784,Student,Russian Federation,General,C++; Java; JavaScript; Objective-C; Python; SQL; Swift,Java; Swift
45792,Student,France,General,C; C++; JavaScript,Java; Swift
45808,Student,Israel,General,C#; Java; Python; SQL,Assembly; C; C++; JavaScript
45812,Student,United Kingdom,General,Java; Python,Go
45828,Student,Germany,General,C#; Go; Java; JavaScript; TypeScript,C#; Java; TypeScript
45838,Student,United States,General,Assembly; C; Java; JavaScript; Python; Ruby; SQL,C; C#; Java; JavaScript; Python; Ruby; Scala; SQL
45840,Student,Hong Kong,General,Swift,Python; SQL
45845,Student,India,General,C++,C++; Java; Python
45849,Student,Mexico,General,Assembly; C#; Go; Haskell; Java; JavaScript; PHP; SQL,C#; Java; JavaScript; PHP; Python; SQL; Swift; TypeScript
45863,Student,Spain,General,JavaScript; PHP; SQL,C++; Java; Perl
45876,Student,United States,General,C++; Python,Assembly; JavaScript; Swift
45885,Student,United States,General,C#; Java; JavaScript; SQL; VBA,C#; Java; JavaScript; SQL
45888,Student,India,General,Java; JavaScript; PHP,Java
45901,Student,United States,General,Java; JavaScript; PHP; Python; SQL; VBA; Visual Basic 6,Java; PHP; VB.NET; Visual Basic 6
45927,Student,Germany,General,C; C++; Java; Python; SQL,C++; Go; Java; Python
45938,Student,United States,General,Matlab,C++; Java; Python
45947,Student,United States,General,C; JavaScript; Python,C; CoffeeScript; JavaScript; Lua; Python; TypeScript
45962,Student,Sri Lanka,General,C; C++; C#; Python,Assembly; Dart; Go; Lua; R
45963,Student,Turkey,General,C; C++; Python; VBA,C#; Java; JavaScript; PHP; VB.NET
45964,Student,India,General,C; Java; JavaScript; PHP; SQL,Go; Java; JavaScript; PHP; SQL; Swift
45966,Student,Iran,General,C#; Java; JavaScript; PHP; SQL,C; Python
45969,Student,Nepal,General,PHP,JavaScript; Python; Swift
45970,Student,United Kingdom,General,C; Java; JavaScript; PHP; Python; SQL; TypeScript,Assembly; C; Dart; Go; JavaScript; Objective-C; PHP; Python; SQL; TypeScript
45974,Student,Spain,General,Java; JavaScript; PHP; Python; SQL,C++; C#
45978,Student,Spain,General,C; C++; C#; Java; Matlab; Python; SQL; TypeScript,Groovy; Java; Python; R; Scala; TypeScript
45997,Student,France,General,C; JavaScript; Python; SQL,C; C++; Go
46003,Student,Germany,General,Java; JavaScript; PHP; SQL,Java; JavaScript; PHP
46006,Student,United States,General,Assembly; C; Java; Python; SQL,C#; F#; Go; Java; JavaScript; Python; TypeScript
46007,Student,Brazil,General,C; Java; JavaScript; PHP,Assembly; C++; Lua; Python; SQL
46008,Student,Canada,General,JavaScript; PHP; Ruby; TypeScript,C++; C#; CoffeeScript; Java; PHP; Python; Ruby; SQL; TypeScript
46010,Student,Italy,General,Go; Java; JavaScript; Python; SQL,Go
46014,Student,India,General,Assembly; Java; JavaScript; Matlab,Assembly; Java; JavaScript; Matlab; PHP; Python; R; Ruby
46017,Student,Poland,General,JavaScript; PHP; Python; SQL,JavaScript; PHP; Python; Ruby; SQL; Swift
46020,Student,United States,General,C; C++; Java; SQL,C#; Python
46029,Student,United States,General,C; CoffeeScript; Java; JavaScript; Objective-C; Python; Swift,C; C++; Go; Java; JavaScript; Matlab; Objective-C; Python; Swift
46031,Student,United States,General,Java; JavaScript; PHP; Python; SQL,C; Go; Swift
46036,Student,Philippines,General,C++; Java; Visual Basic 6,JavaScript; Perl; PHP; Python; SQL; VB.NET
46047,Student,Brazil,General,C#; JavaScript; Lua; PHP; SQL,C++; C#; Go; JavaScript; Lua; PHP; SQL; TypeScript
46048,Student,Nepal,General,C; JavaScript; Python; Ruby,CoffeeScript; Haskell; JavaScript; Python; Ruby; Rust
46049,Student,Morocco,General,Assembly; C; C++; JavaScript; Python,C++; Clojure; Haskell; Java; Python; Scala
46068,Student,Germany,General,C#; Java; Python,C#; Java; JavaScript; PHP; Python; SQL
46076,Student,I prefer not to say,General,Python; VB.NET,Python
46101,Student,Czech Republic,General,Assembly; C++; C#; CoffeeScript; JavaScript; Lua; PHP; Python; SQL,Assembly; C++; C#; Go; JavaScript; Lua; Matlab; PHP; Python; Ruby
46110,Student,Australia,General,C; Java; JavaScript; Swift,C; C++; Java; JavaScript; Python; Swift
46122,Student,United Kingdom,General,Python; R,C++; Python
46126,Student,Iran,General,C; C++,Python; Ruby
46130,Student,Poland,General,Dart; Groovy; Java; TypeScript,Groovy; TypeScript
46132,Student,Austria,General,C++; C#,C++; JavaScript; Python
46149,Student,Finland,General,Java; R,C; Common Lisp; Java; Python
46181,Student,Italy,General,C; Python; SQL,Assembly; C; Common Lisp; JavaScript; Python; SQL
46185,Student,Bulgaria,General,Java,PHP; Python
46200,Student,United Kingdom,General,JavaScript; Python,C++; C#
46222,Student,Hong Kong,General,JavaScript; PHP; SQL,Go; R; SQL
46226,Student,Pakistan,General,Assembly; C++; Java; SQL,C++; Java; PHP; SQL; Swift
46231,Student,United States,General,C++; C#; Go; Java; JavaScript; PHP; Ruby; SQL,Assembly; C#; Go; Java; JavaScript; Lua; Perl; Python; Ruby; SQL; Swift
46242,Student,United States,General,JavaScript,C++; C#; CoffeeScript; Java; JavaScript; Objective-C; PHP; Python; SQL; Swift; TypeScript
46252,Student,Hungary,General,C,C++; C#; Java; JavaScript; SQL
46254,Student,Serbia,General,Assembly; C; C#; Matlab,Assembly; C; C#; Matlab; Python
46272,Student,Canada,General,C; C++; Java; JavaScript; PHP; Python; SQL,C++; Go; PHP; Python; Rust; SQL
46275,Student,United States,General,JavaScript,Assembly; C; C++; C#; F#; Hack; Java; JavaScript; Matlab; PHP; Python; R; Ruby; Rust; SQL; Swift
46277,Student,Norway,General,Assembly; C; Java; JavaScript; Python; VBA,C++; C#; Java; Perl; Python; SQL; VB.NET
46287,Student,India,General,C; C++; C#; Java; JavaScript; SQL,C++; Java; JavaScript; SQL
46297,Student,Greece,General,Assembly; C; C++; Java; JavaScript; Matlab; PHP; Python; R; SQL,Assembly; C; C++; Java; JavaScript; PHP; Python; R; SQL
46302,Student,Australia,General,JavaScript; Lua; PHP,C++; C#; Go; JavaScript
46307,Student,India,General,C; Java; JavaScript; PHP; Python; SQL,Java; JavaScript; PHP; Python; SQL
46313,Student,Japan,General,JavaScript; Python; SQL,Scala; Swift
46317,Student,Serbia,General,JavaScript; Python; SQL,JavaScript; SQL
46324,Student,India,General,C; C++; Java; PHP; Scala; SQL,C++; Java; JavaScript; PHP; Python; Scala; SQL
46326,Student,Germany,General,C; C++; Java,C; C++; Common Lisp; Go; Haskell; Java; JavaScript; SQL
46348,Student,India,General,Assembly; C; C++; Python; SQL,C++; Java; JavaScript; Python; SQL
46354,Student,Canada,General,C#,C#; JavaScript; Lua
46356,Student,Austria,General,Java; JavaScript; Python; TypeScript,Python; Ruby; Scala; TypeScript
46357,Student,Indonesia,General,C; C++; C#,PHP; Python; SQL
46363,Student,Ireland,General,C; Haskell; Java; JavaScript; Matlab; Python; SQL,C++; Java; JavaScript; Perl; PHP; Python; Scala; SQL
46375,Student,Slovenia,General,C++; C#; Java; Matlab; PHP; SQL,C++; Python
46383,Student,Czech Republic,General,C; Java; JavaScript; Python,C++
46429,Student,Malaysia,General,C; C++; Matlab; VB.NET; Visual Basic 6,Java; JavaScript; PHP; Ruby; SQL
46430,Student,China,General,Assembly; C; C++; Haskell; Java; Python,Assembly; C++
46433,Student,India,General,C; C#; Java; SQL,Java; SQL
46442,Student,Slovenia,General,C; C++; C#; Common Lisp; Clojure; JavaScript; Python; R; VB.NET,Elixir; Erlang; Go; Java; Ruby; Swift; TypeScript
46448,Student,United States,General,C++; Java; Python,Clojure; Haskell; JavaScript; TypeScript
46481,Student,Uzbekistan,General,Assembly; C; Java; JavaScript; PHP; SQL,Elixir; Java; JavaScript; PHP; Python; SQL
46482,Student,Hungary,General,C; C++; Java,C; C++
46510,Student,Netherlands,General,C#; Java; JavaScript; PHP; SQL,C; C++; C#; SQL
46515,Student,Germany,General,Assembly; Java; SQL,C++; C#; JavaScript
46526,Student,United Kingdom,General,Java; PHP; SQL,Lua; Python
46528,Student,Costa Rica,General,Java; JavaScript; SQL,Go; Python; TypeScript
46534,Student,United States,General,JavaScript; Objective-C; Python; SQL; Swift,JavaScript; Swift
46544,Student,Canada,General,C; C#; Java; JavaScript; Python; R; SQL; TypeScript,Python; R; SQL
46551,Student,Australia,General,C; C++,Assembly; C++
46552,Student,Argentina,General,C#; Java; JavaScript,C#; Java; JavaScript; Swift
46553,Student,Philippines,General,C++; C#; Haskell; Java; JavaScript; Perl; PHP; Python; Ruby; SQL; Visual Basic 6,Erlang; F#; Matlab; Scala
46557,Student,Malaysia,General,C++; PHP; Python,Assembly; C; C++; C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Haskell; Java; JavaScript; Julia; Lua; Matlab; Objective-C; Perl; PHP; Python; R; Ruby; Rust; Scala; Smalltalk; SQL; Swift; TypeScript; VB.NET; VBA; Visual Basic 6
46575,Student,Malaysia,General,Assembly; C; C++; C#; Java; JavaScript; PHP; Python; SQL,CoffeeScript
46584,Student,Egypt,General,C++; C#; Java; JavaScript; PHP; SQL,Java; JavaScript; PHP; Python; SQL; TypeScript
46588,Student,Pakistan,General,C++; Matlab; Visual Basic 6,C; C++; Hack; Java; JavaScript; Matlab; Python
46589,Student,Spain,General,C; Java; JavaScript; PHP; Python; SQL,C++; Ruby
46648,Student,United States,General,C; C++; C#; Java; Python; SQL,Go; Python; Scala
46652,Student,Slovenia,General,Java; JavaScript,Go; Rust; Scala
46659,Student,Nicaragua,General,C; Python,C; Elixir; Go; PHP; Python; R; Scala
46672,Student,Pakistan,General,JavaScript; PHP,Assembly; C#; Java; Python; Ruby
46673,Student,Indonesia,General,C; C++; C#; Java; SQL,Java; Objective-C; PHP; Ruby; Swift
46674,Student,India,General,C; C++; Java; Python; Ruby; SQL,C; C++; Go; Python
46675,Student,United States,General,Python; R; Scala,C++; Python; R
46687,Student,United Kingdom,General,Python; Ruby,C#; Java
46694,Student,Greece,General,Java,SQL
46695,Student,India,General,C; C++; Python,Dart; Go; Python; R; SQL
46696,Student,Netherlands,General,C; C#; Go; Java; Python; Ruby; SQL,Go; Haskell; Python; Rust; Scala; SQL
46710,Student,Germany,General,Java; JavaScript; PHP; SQL,C++; Python
46720,Student,Mexico,General,C; C++; C#; PHP,Assembly; C; C++; C#; Java; PHP; Python; SQL; Swift
46722,Student,United Kingdom,General,R,C++; C#; Python; R
46725,Student,Germany,General,Java; JavaScript; Python,C#; Java; JavaScript; Python; SQL
46740,Student,Saudi Arabia,General,C#; Java; JavaScript; SQL; Swift,C++
46744,Student,United States,General,C++; C#; Java; JavaScript; PHP; SQL; VB.NET,Assembly; C++; C#; Common Lisp; Go; Java; JavaScript; Lua; PHP; Python; SQL; VB.NET
46745,Student,India,General,C; C++; C#; Java; JavaScript; Lua; Python; VB.NET; Visual Basic 6,C++; Lua; Python; VB.NET; Visual Basic 6
46747,Student,United Kingdom,General,Assembly; C; C++; C#; F#; JavaScript; PHP; Python; SQL,Assembly; C; C++; C#; F#; Haskell; Matlab; PHP
46754,Student,Denmark,General,JavaScript; Swift,Python
46764,Student,Netherlands,General,C++; Clojure; Java; JavaScript; PHP; Python; Scala,Clojure; Java; Python; Scala
46765,Student,I prefer not to say,General,Java; Python,C++; C#; Java; Objective-C; Python; Swift
46766,Student,India,General,C,Assembly; C; C++; Java; Python; SQL
46780,Student,Dominican Republic,General,C++; C#; Groovy; Java; JavaScript; SQL; VBA,Java; JavaScript; Python; Swift
46782,Student,United States,General,Python,Go; JavaScript; Python
46801,Student,Belarus,General,Java,PHP
46812,Student,United Kingdom,General,Python,Java; JavaScript; Python
46818,Student,India,General,C; Java; JavaScript; PHP; Python; SQL,Assembly; C; C++; Java; JavaScript; Perl; PHP; Python; R; Ruby; SQL; Visual Basic 6
46823,Student,India,General,C; C++; Java; JavaScript; SQL; VB.NET; Visual Basic 6,PHP; Python
46824,Student,Nepal,General,C; C++; Java; JavaScript; PHP; SQL; VB.NET,JavaScript; PHP; SQL; VB.NET
46831,Student,United Kingdom,General,C; PHP; Python,C; Python
46833,Student,Germany,General,C++; C#; Groovy; Java; JavaScript,Go; Java; JavaScript; Rust; TypeScript
46837,Student,Kenya,General,JavaScript; TypeScript,Go; JavaScript; Python; TypeScript
46850,Student,France,General,C; Java; JavaScript; PHP; Python; SQL,Assembly; C; C++; C#; Java; JavaScript; Objective-C; PHP; Ruby
46858,Student,United States,General,C; C++; Python,JavaScript; Python
46863,Student,Morocco,General,C; C#; Java; JavaScript; TypeScript,Go; Java; JavaScript; TypeScript
46894,Student,United States,General,C++; Java; JavaScript; PHP; Python; Swift,JavaScript; Python; Swift
46895,Student,United States,General,C++; C#,Assembly; C; C++; C#
46896,Student,Argentina,General,Java; JavaScript; Matlab; PHP; SQL,Common Lisp; Clojure; Haskell; Smalltalk
46898,Student,Spain,General,C; C#; Java; JavaScript; PHP; SQL,C++; C#; Java
46911,Student,France,General,C; PHP; Ruby,JavaScript; PHP
46916,Student,United States,General,C++; Java; JavaScript; Python,Python
46920,Student,France,General,JavaScript; PHP; Python; SQL,PHP; Python; SQL
46923,Student,Bangladesh,General,JavaScript; Python,JavaScript; Python; SQL
46932,Student,Madagascar,General,C#; JavaScript; SQL,C; C++; C#; F#; JavaScript; SQL
46968,Student,Pakistan,General,C#; Java; JavaScript; PHP; Python; SQL,Go; Objective-C; Swift
46974,Student,India,General,C; C++; Lua; Python,Haskell; Python; Rust
47000,Student,Moldavia,General,JavaScript,Go; JavaScript; Python
47004,Student,United Kingdom,General,C#; JavaScript; Python,Assembly; C; C++; Python
47014,Student,Jamaica,General,Lua,C++; Java; JavaScript; Lua; Python; Ruby
47017,Student,United States,General,C; C++; C#; Java; JavaScript; SQL; TypeScript,C#; Java; JavaScript; TypeScript
47026,Student,United States,General,C++; Java; JavaScript; PHP; Python; SQL,Assembly; C++; Java; JavaScript; Matlab; PHP; Python
47027,Student,India,General,C; C++,Python
47031,Student,India,General,Assembly; C; C++; JavaScript; PHP; SQL,C#; Java; Python
47038,Student,Poland,General,C++; C#; Java; JavaScript; Lua; Matlab; PHP; SQL,C++; C#
47047,Student,Germany,General,Assembly; C; JavaScript; Ruby; SQL,JavaScript; Ruby; SQL
47087,Student,Austria,General,Assembly; C; C++; C#; Go; Java; JavaScript; Perl; PHP; Python; Ruby,C; C++; Go; Perl; PHP; Python; Ruby
47093,Student,Sweden,General,JavaScript,C; C#; Java; Python
47099,Student,Germany,General,C#; JavaScript,C++; C#; Java; JavaScript; Python
47103,Student,Brazil,General,C; C++; Matlab; Python; R; Ruby; SQL,JavaScript; Lua
47109,Student,India,General,C; C++; C#; Java; JavaScript; PHP; Python; SQL,Java; PHP; Python; SQL; TypeScript
47112,Student,Germany,General,C++; Common Lisp,C; C++; Perl
47134,Student,United Kingdom,General,C; JavaScript; PHP; Python; Visual Basic 6,C; C++; Python; Visual Basic 6
47139,Student,Austria,General,C; C++; Matlab; R,C; C++; Matlab; R; Rust
47143,Student,Philippines,General,C++; JavaScript,Assembly; C++; C#; Java; JavaScript; Python
47151,Student,Philippines,General,Java; JavaScript; PHP; Python; SQL,C; C++; C#; Ruby; VB.NET; Visual Basic 6
47162,Student,I prefer not to say,General,Assembly; C++; Java; JavaScript; Lua; Python; SQL,Assembly; C; C++; Java; JavaScript; Python; Swift
47171,Student,Indonesia,General,C++; C#; PHP; Python; SQL; VB.NET; VBA; Visual Basic 6,C++; C#; Python
47181,Student,United Kingdom,General,C; C++; C#; JavaScript; Python,Java; PHP
47192,Student,Nigeria,General,C; Java; PHP; Python; SQL,CoffeeScript; Groovy; Objective-C; Ruby; Swift; TypeScript
47201,Student,Germany,General,C; C++; Dart; JavaScript; Python; Swift,Common Lisp; Dart; Elixir; Erlang; Haskell; JavaScript; Python; Swift
47213,Student,Israel,General,C; C++; CoffeeScript; Java; JavaScript; Swift,Java
47223,Student,Netherlands,General,JavaScript; PHP; Python,JavaScript; PHP
47234,Student,United States,General,C; C++; Java; JavaScript; PHP; Python; SQL,Assembly
47247,Student,Mozambique,General,C#; JavaScript; PHP; SQL; VB.NET,C#; JavaScript; PHP; Python; Ruby; SQL; TypeScript; VB.NET
47253,Student,India,General,C; C++; Java; JavaScript; SQL; VB.NET,C; C++; C#; Haskell; Java; JavaScript; Perl; PHP; Python; SQL; VB.NET
47255,Student,India,General,C; Java; JavaScript; PHP; Python; Ruby; SQL,C; C++; C#; JavaScript; Python; SQL; VB.NET; VBA; Visual Basic 6
47266,Student,United States,General,C++; Java; PHP; Python; SQL,Assembly; C; Go; Java; PHP; Python; SQL
47284,Student,Ghana,General,C#; Java,JavaScript
47304,Student,Netherlands,General,JavaScript,JavaScript; PHP; SQL
47318,Student,France,General,JavaScript; TypeScript,C++; JavaScript; TypeScript
47330,Student,Pakistan,General,Java; Python,C; C#; Java; Objective-C
47333,Student,Sweden,General,C#; Java; JavaScript; SQL,C#; Java
47338,Student,United States,General,C++; JavaScript,Haskell; Scala
47352,Student,India,General,Assembly; C; Java,Java; Python
47358,Student,India,General,C; Java; R,Python
47360,Student,Italy,General,Assembly; C++; Java; Python,C++; Java; PHP; Python
47367,Student,France,General,C++; Haskell; Java; JavaScript; Python; SQL,C++; Go; Haskell; Lua; Rust
47370,Student,Canada,General,Assembly; C++; PHP; Python; VBA,Assembly; C++; Java; PHP; Python
47383,Student,United Kingdom,General,Assembly; C#; Java; JavaScript; PHP; SQL; Visual Basic 6,C++; C#; Java; JavaScript; PHP; SQL
47393,Student,United States,General,Swift,C#; Java; Objective-C; Python; Swift
47397,Student,United States,General,C; C++; C#; JavaScript; Python; Ruby; Rust,C; C++; Clojure; Groovy; Haskell; Java; Julia; Perl; Python; R; Ruby; Rust; Scala
47405,Student,Netherlands,General,JavaScript; PHP; Python,C; C++; Java; Ruby
47408,Student,United States,General,C#; VB.NET,C#; JavaScript; VB.NET
47412,Student,Canada,General,C#; Java; JavaScript,C++; Go; JavaScript; Swift
47413,Student,United States,General,C#; Python; Swift,JavaScript
47429,Student,United States,General,Python,C++
47463,Student,Turkey,General,Java,C++; Java
47464,Student,India,General,C; C++,Assembly; Lua; Perl; PHP; Python; Smalltalk
47472,Student,Hungary,General,Assembly; C; C++; Java; JavaScript; SQL,Java; JavaScript; SQL
47478,Student,United Kingdom,General,Python,C; C++; C#; Java; JavaScript; PHP; SQL
47484,Student,Poland,General,Assembly; C; C++; C#; Java; JavaScript; Julia; Python; SQL,C++; C#; Erlang; Haskell; Lua; Python; Rust
47491,Student,United States,General,Assembly; C; Java,C; C++; C#; Go; Java; Python; Scala
47492,Student,Canada,General,CoffeeScript; F#; Java; JavaScript; Python; Ruby,Assembly; F#; Go; Hack; Haskell; JavaScript; Python; Ruby; Rust; Scala; Swift
47495,Student,Taiwan,General,C; C++; C#; Java; JavaScript; Objective-C; Perl; PHP; Python; SQL; Swift; TypeScript,Assembly; C; C++; C#; F#; Go; Haskell; JavaScript; Python; Rust; SQL; Swift; TypeScript
47499,Student,Canada,General,Java; SQL,JavaScript; PHP
47502,Student,Canada,General,Java; JavaScript; Matlab; Python,Java; JavaScript; Python; SQL
47507,Student,India,General,C; Java; VB.NET,Java; VB.NET
47518,Student,India,General,C++,Java; Python
47526,Student,United States,General,Java; PHP; Python; SQL,C++; C#; Go; Java; JavaScript; PHP; Python; SQL
47534,Student,United Kingdom,General,Java; JavaScript; PHP; Python; SQL,C; C++
47535,Student,United States,General,JavaScript; PHP,Java; PHP; Ruby; SQL
47559,Student,Ghana,General,Java,Java; JavaScript; Python; Rust; Swift
47564,Student,Mexico,General,C; JavaScript; Swift,Swift
47572,Student,France,General,Java; JavaScript; PHP; SQL,C++; C#; Hack; Java; JavaScript; Lua; R; Ruby; SQL
47582,Student,Spain,General,C++; Python,C++; Java; Lua; Python
47593,Student,Russian Federation,General,C; C++; Python,C++; Python
47596,Student,France,General,C++; Java; JavaScript; Matlab; Python; SQL; Swift; TypeScript,C++; Go; JavaScript; Python; Swift; TypeScript
47613,Student,Turkey,General,Java; Python; SQL,Assembly; C++; JavaScript; Python
47617,Student,India,General,C; C++; Java; JavaScript; PHP; Python; R; SQL,C; C++; C#; Java; JavaScript; PHP; Python; R; Ruby; SQL; Swift
47623,Student,Sri Lanka,General,C; JavaScript; PHP; Python; SQL,Assembly; C; C++; C#; Java; JavaScript; PHP; Python; SQL
47647,Student,United States,General,CoffeeScript; PHP; Python,Python
47653,Student,United States,General,Java,C; Python
47662,Student,France,General,C++; C#; Erlang; Java; Matlab,C++; C#
47672,Student,Canada,General,C++; C#; Java; Python,C#; Swift
47685,Student,United States,General,PHP; Python; Ruby,C; Java; Python; Ruby; Swift
47693,Student,Germany,General,Assembly; C++; C#; Java; Matlab; SQL,C++; C#; Java; SQL
47696,Student,India,General,C; C++; Java; Matlab; Python; SQL,Java; Matlab
47712,Student,Bangladesh,General,JavaScript; PHP,Python; Rust
47721,Student,United Kingdom,General,JavaScript; Perl; Python,C++
47723,Student,India,General,C; Java; JavaScript; SQL,Go; Java; JavaScript; Python; Ruby; SQL
47744,Student,United States,General,JavaScript; Ruby,Assembly; Groovy; Java; JavaScript; Ruby; Smalltalk
47769,Student,India,General,C; C++; Hack; JavaScript,Python; Ruby; SQL
47778,Student,South Africa,General,C#; JavaScript; PHP; Python; SQL,C; JavaScript; Perl; PHP; Python; Ruby
47780,Student,India,General,C; C++; C#; Java; JavaScript; PHP; Python; SQL,Assembly; Java; JavaScript; PHP; Python; SQL
47785,Student,United States,General,Assembly; C; JavaScript; Python; Rust,CoffeeScript; Haskell; Rust; TypeScript
47790,Student,Brazil,General,C#; Java; JavaScript; PHP; Python; SQL,JavaScript; PHP; SQL
47799,Student,Germany,General,Java; JavaScript; PHP; SQL,C#; Python
47808,Student,United States,General,C; C++; Java; JavaScript; Python; R,C++; JavaScript; Python
47830,Student,Serbia,General,Assembly; C; C++,C#
47833,Student,Canada,General,Assembly; C; C++; C#; Java; JavaScript; Matlab; Objective-C; Perl; PHP; Python; SQL,R; Ruby
47840,Student,United Kingdom,General,JavaScript; Python,C++; C#
47856,Student,India,General,C; C++; C#; PHP; VB.NET,C; Java; Python
47868,Student,Denmark,General,C++; Matlab; R,C++; Go; JavaScript; R
47886,Student,Israel,General,R; SQL,Python; R; SQL
47890,Student,Germany,General,C++; C#; Go; Java; PHP; Python,C#; Python
47918,Student,France,General,C; Groovy; Java; JavaScript; PHP,C; Java; JavaScript; Python
47926,Student,Australia,General,Assembly; C; C++; Python,Haskell; Python
47927,Student,United States,General,Assembly; C; C++; Java; JavaScript; PHP; Python,C; C++; JavaScript; PHP
47947,Student,Canada,General,C; Python,C; C#; Go; Python
47965,Student,Greece,General,C; JavaScript; Python; SQL,C; C++; Java; JavaScript; Python; SQL
47983,Student,United Kingdom,General,Java; JavaScript; PHP; SQL; VBA,C#; Java; JavaScript; PHP; SQL
47986,Student,Greece,General,C; Java; JavaScript; PHP; SQL,C++; C#; Java; Python; Ruby; Visual Basic 6
47987,Student,India,General,Java; JavaScript; Scala,Java; JavaScript; Python; Scala
48005,Student,Germany,General,Java,C++; Python
48026,Student,Finland,General,C++; Python,C; PHP; SQL
48040,Student,Costa Rica,General,C; C++; C#; Java; JavaScript; PHP; Python; SQL; VB.NET,C++; C#; Common Lisp; Java; JavaScript; Objective-C; PHP; Python; SQL
48055,Student,France,General,JavaScript; PHP; Python; SQL,C; Java; JavaScript; Lua; PHP; SQL; VB.NET
48063,Student,United States,General,Java; JavaScript; PHP; Python; SQL,Assembly; C; C++; Go; Java; PHP; Python; SQL
48069,Student,Malaysia,General,C++; Java; JavaScript; PHP; Python; SQL,CoffeeScript
48077,Student,United States,General,Assembly; C; C++; Java; Matlab,C; Matlab
48079,Student,India,General,C; C#; Java; JavaScript; Python; R,Python
48084,Student,Cameroon,General,Java,Java; Python
48096,Student,France,General,C; C++; Java; PHP; Python; SQL,C; C++; Java; SQL
48100,Student,United Kingdom,General,C#; JavaScript; Python,Python
48102,Student,Germany,General,Assembly; C; C++; Java; JavaScript,Assembly; C; C#; Java; JavaScript; PHP
48105,Student,Germany,General,C++; Java; JavaScript; Lua; Perl; PHP; Ruby; SQL; Visual Basic 6,C++; C#; Java; JavaScript; Lua; Perl; PHP; Ruby; SQL
48115,Student,India,General,C; C++; C#; JavaScript; Matlab; Python; SQL,C++; JavaScript; Matlab; Python; SQL
48135,Student,United States,General,C++; C#; Python,C++; C#; Go
48157,Student,United States,General,Assembly; C; C++; Java; JavaScript,C; C++; Java; JavaScript
48177,Student,Albania,General,C++; C#; JavaScript; SQL,C++; C#; JavaScript; PHP; Python; Ruby; SQL
48180,Student,India,General,C; C++; Java; JavaScript,Matlab; PHP; SQL; VB.NET
48198,Student,India,General,C; C++,C++; Haskell; Java; Python; Ruby
48213,Student,United States,General,Java; Python,C++; C#; Ruby
48220,Student,Slovak Republic,General,Java; Python,C++; C#; JavaScript; Python
48225,Student,United States,General,Java; JavaScript,C++; Java; JavaScript
48230,Student,India,General,C; C++; C#; Java; JavaScript; PHP; SQL,Objective-C; Perl; Python; Ruby
48242,Student,Netherlands,General,Assembly; C; C++; Java; JavaScript; Matlab; PHP; Python; SQL,Go; Haskell; Java; JavaScript; PHP; Python; SQL; TypeScript
48243,Student,India,General,C; C++; C#; Java; JavaScript; Matlab; Perl; PHP; Python,Assembly; C; C++; C#; JavaScript; Matlab; Perl; PHP; Python
48248,Student,Estonia,General,C; C++; Java; Python,Assembly; Haskell; JavaScript; Lua; Rust; Scala; SQL
48259,Student,United States,General,Elixir; Java; Matlab; PHP; Python; R; Scala; SQL,Clojure; Elixir; Java
48264,Student,Venezuela,General,Java; JavaScript; Visual Basic 6,C++
48265,Student,Poland,General,Java; JavaScript; Lua; Python,C; C++; CoffeeScript; Go; JavaScript; Lua; Python
48270,Student,United States,General,JavaScript; Python; SQL,C; Java; R
48275,Student,Nepal,General,C; C#; PHP; SQL; Visual Basic 6,C; Java
